token,frequency,token_length,rank,frequency_group
ជើងទៀនទាំងនេះសុទ្ធសឹងក្រឡឹងមិនខុសពីចម្រឹងទ្វារជើងទៀនឈើឡើយ។,1,58,1201,Rare (<10)
សូម្បីតែគ្រឿងក្នុងក៏ឥទ្ធិពលឈើជះមកលើថ្មដែរ។,1,42,1202,Rare (<10)
ដែលសាងឡើងនៃផ្នែកទី,1,18,1203,Rare (<10)
នៃសតវត្សរ៍ទី,1,12,1204,Rare (<10)
នេះឆ្លុះបញ្ចាំងឃើញច្បាស់ណាស់,1,28,1205,Rare (<10)
អំពីការអនុវត្ថន៍ទាំថស្រុងនៃបច្ចេកទេសឈើទៅលើថ្ម,1,45,1206,Rare (<10)
ក្រោយមកនៅសម័យបាយ័ននាចុងសតវត្សរ៍ទី,1,33,1207,Rare (<10)
គេបោះបង់ការចម្លងនេះច្រើន,1,24,1208,Rare (<10)
ដើម្បីចំណេញ,1,11,1209,Rare (<10)
ត្បិតកម្មវិធីសាង់សង់នៃព្រះបាទជ័យវរ្ម័នទី,1,40,1210,Rare (<10)
ធំធេងណាស់,1,9,1211,Rare (<10)
ថ្មភក់ប្រើនៅតំបន់អង្គរ,1,22,1212,Rare (<10)
គេយកមកពីជើងភ្នំគូលែនដែលស្ថិតនៅរវាងប្រមាណ,1,40,1213,Rare (<10)
គីឡូម៉ែត្រពីឧទ្យានបុរាណ។,1,24,1214,Rare (<10)
គេឃើញមានកន្លែងយលថ្មផ្សេងៗ,1,25,1215,Rare (<10)
ជាអាទិ៍នៅខាងជើងប្រាសាទបេងមាលា។,1,30,1216,Rare (<10)
គេមានប្រទះឃើញខ្លះដែរ,1,20,1217,Rare (<10)
កន្លែងមានថ្មពណ៌ផ្កាឈូកនេះ,1,25,1218,Rare (<10)
តែមានសមាសភាពលម្អិតនៃថ្មនោះមិនដូចថ្មនៅបន្ទាយស្រីឡើយ។,1,51,1219,Rare (<10)
ខ្ពង់រាបជួរភ្នំគូលែននៅមានស្រទាបផ្នែកខាងលើ,1,41,1220,Rare (<10)
មានថ្មពណ៌ផ្កាឈូកកម្រាស់ប្រមាណ,1,29,1221,Rare (<10)
ថ្មនេះហើយ,1,9,1222,Rare (<10)
ដែលគេយកមកសាង់សង់ប្រាសាទបន្ទាយស្រីគឺមានទីទាំងស្ថិតនៅក្បែរភ្នំដី,1,62,1223,Rare (<10)
ដែលមានទីតាំងស្ថិតនៅក្បែរប្រាសាទបន្ទាយស្រីនេះ,1,44,1224,Rare (<10)
គេប្រទះឃើញអន្លុងជម្រៅប្រមាណ,1,27,1225,Rare (<10)
មែ៉ត្រនៅក្បែរជើងភ្នំដីពោលមានចម្ងាយប្រមាណ,1,40,1226,Rare (<10)
គីឡូម៉ែត្រពីប្រាសាទបន្ទាយស្រី,1,29,1227,Rare (<10)
ចំណែកថ្មបាយក្រៀមក៏បានយកពីទីតាំងក្បែរនោះផងដែរ,1,44,1228,Rare (<10)
ខេត្តសៀមរាបជាខេត្តមួយដែលមានទីតាំងនៅភាគខាងពាយ័ព្យនៃប្រទេសកម្ពុជា,1,63,1229,Rare (<10)
ដែលមានទីតាំងស្ថិតនៅក្បែរបឹងទន្លេសាប។,1,36,1230,Rare (<10)
ទីរួមខេត្តរបស់ខេត្តសៀមរាបនេះគឺ,1,30,1231,Rare (<10)
ក្រុងសៀមរាប។,1,12,1232,Rare (<10)
ខេត្តសៀមរាបត្រូវបានដាក់ឈ្មោះបែបនេះដើម្បី,1,40,1233,Rare (<10)
រំលឹកដល់ជ័យជំនះនៅកងទ័ពខ្មែរលើកងទ័ពសៀមនៅសម័យលង្វែកសតវត្ស,1,55,1234,Rare (<10)
សព្វថ្ងៃខេត្តសៀមរាបត្រូវបានគេស្គាល់ទូទាំងពិភពលោកថាជាខេត្តតាំងនៅនៃប្រាសាទអង្គរវត្តដ៏ល្បីល្បាញ។,1,93,1235,Rare (<10)
ខេត្តសៀមរាបស្ថិតនៅភាគពាយ័ព្យនៃប្រទេសកម្ពុជា។,1,44,1236,Rare (<10)
ខេត្តនេះជាតំបន់ទេសចរណ៍ដ៍សំខាន់របស់ប្រទេសកម្ពុជា,1,47,1237,Rare (<10)
ដោយសារខេត្តនេះមានប្រាសាទអង្គរវត្ត,1,33,1238,Rare (<10)
ដ៏ល្បីល្បាញ,1,11,1239,Rare (<10)
និងប្រាសាទបុរាណដទៃទៀតជាច្រើន។,1,29,1240,Rare (<10)
ថ្មីៗនេះ,1,8,1241,Rare (<10)
ក្រុងសៀមរាបកំពុងប្រែក្លាយរូបរាងជាក្រុងទំនើបតាមរយៈកំណើនសណ្ឋាគារ,1,62,1242,Rare (<10)
ភោជនីយដ្ឋាន,1,11,1243,Rare (<10)
ហាងលក់ទំនិញ,1,11,1244,Rare (<10)
ជាដើមដែលបម្រើឱ្យវិស័យទេសចរណ៍។,1,29,1245,Rare (<10)
រមណីយដ្ឋានផ្សេងទៀតដែលនៅក្បែរក្រុងសៀមរាបមានរាជធានីអង្គរធំ,1,56,1246,Rare (<10)
ប្រាសាទបាយ័ន,1,12,1247,Rare (<10)
ប្រាសាទភ្នំបាខែង,1,16,1248,Rare (<10)
ប្រាសាទបក្សីចាំក្រុង,1,20,1249,Rare (<10)
ប្រាសាទបាពួន,1,12,1250,Rare (<10)
ប្រាសាទភិមានអាកាស,1,17,1251,Rare (<10)
ប្រាសាទតាព្រហ្ម,1,15,1252,Rare (<10)
និងប្រាសាទរាប់រយផ្សេងទៀត។,1,25,1253,Rare (<10)
តំបន់អង្គរត្រូវបានរងការលុកលុយជាច្រើនដងពីពួកសៀម,1,46,1254,Rare (<10)
ហើយទីបំផុតរាជធានីអង្គរត្រូវបានបោះបង់នៅឆ្នាំ,1,43,1255,Rare (<10)
គួររំលឹកផងដែរថា,1,15,1256,Rare (<10)
រាជធានីរបស់ប្រទេសកម្ពុជាត្រូវបានពីប្តូរពីអង្គរទៅរាជធានីចតុមុខនៅឆ្នាំ,1,68,1257,Rare (<10)
១៤៣២,1,4,1258,Rare (<10)
រួចទៅបន្ទាយលង្វែក,1,17,1259,Rare (<10)
រាជធានីឧដុង្គ,1,13,1260,Rare (<10)
និងត្រលប់ទៅរាជធានីចតុមុខវិញនៅឆ្នាំ,1,34,1261,Rare (<10)
១៨៦៦,1,4,1262,Rare (<10)
ជនជាតិបទេស,1,10,1263,Rare (<10)
ដែលបានមកដល់ប្រាសាទអង្គរវត្តមុនគេគឺអ្នករុករកជនជាតិបារាំង,1,55,1264,Rare (<10)
លោក,1,3,1265,Rare (<10)
គំនិតរបស់ខែ្មរក្នុងការជ្រើសរើសទីតាំងខ្ពស់,1,41,1266,Rare (<10)
មូហូ,1,4,1267,Rare (<10)
សម្រាប់ការកសាងសំណង់ផេ្សងៗ,1,25,1268,Rare (<10)
តំបន់សៀមរាបអង្គរគឺជាគោលដៅចម្បងសម្រាប់ភ្ញៀវទេសចរទូទាំងពិភពលោក,1,60,1269,Rare (<10)
ហើយក៏ជាតំបនដែលសម្បូរណ៍ទៅដោយសំណង់ប្រាសាទបុរាណតូចធំជាច្រើន,1,56,1270,Rare (<10)
ដែលជាទីស្ថានរបស់ពពួកអាទិទេពទាំងឡាយទាំងពួងផងដែរ។,1,47,1271,Rare (<10)
នៅទាំងខេត្តសៀមរាបទាំងមូល,1,24,1272,Rare (<10)
មានអត្រាប្រជាជនសរុបចំនួន,1,24,1273,Rare (<10)
៩២០,1,3,1274,Rare (<10)
១២៣,1,3,1275,Rare (<10)
ជាប្រយោជន៍រួម,1,13,1276,Rare (<10)
ក្នុងនោះអ្នកដែលរស់ក្នុងក្រុងសៀមរាបមានចំនួន,1,42,1277,Rare (<10)
១៩៧,1,3,1278,Rare (<10)
៣០១,1,3,1279,Rare (<10)
ខេត្តសៀមរាបទាំងមូលមានផ្ទៃក្រឡាចំនួន,1,35,1280,Rare (<10)
២៩៩,1,3,1281,Rare (<10)
គីឡូម៉ែត្រការ៉េ,1,15,1282,Rare (<10)
មានក្រុងចំនួនមួយ,1,16,1283,Rare (<10)
ស្រុកមានចំនួន,1,13,1284,Rare (<10)
ឃុំមានចំនួន,1,11,1285,Rare (<10)
៨៧,1,2,1286,Rare (<10)
សង្កាត់ចំនួន,1,12,1287,Rare (<10)
និងភូមិចំនួន,1,12,1288,Rare (<10)
៨៧៥,1,3,1289,Rare (<10)
ប្រជាជនដែលរស់នៅក្រុងសៀមរាបភាគច្រើនជាអ្នកផ្លាស់ទីលំនៅមកពីកន្លែងផ្សេងៗរបស់ប្រទេសកម្ពុជាដូចជា,1,90,1290,Rare (<10)
រាជធានីភ្នំពេញ,1,14,1291,Rare (<10)
ខេត្តកណ្តាល,1,11,1292,Rare (<10)
គេបានឃើញមានការរៀបចំដែនដី,1,24,1293,Rare (<10)
បន្ទាយមានជ័យ,1,12,1294,Rare (<10)
ខេត្តបាត់ដំបង,1,13,1295,Rare (<10)
និងខេត្តពោធិ៍សាត់ជាដើម។,1,23,1296,Rare (<10)
សៀមរាបគឺជាតំបន់គោលដៅទេសចរណ៍។,1,28,1297,Rare (<10)
ខេត្តសៀមរាបជាខេត្តមួយស្ថិតនៅតំបន់ពាយ័ព្យ,1,40,1298,Rare (<10)
នៃប្រទេសកម្ពុជា,1,15,1299,Rare (<10)
តាមបណ្តោយផ្លូវជាតិលេខ,1,21,1300,Rare (<10)
នេះអាចត្រូវបានគេយកមកប្រើតាមប្រវត្តិសាស្ត្រ។,1,43,1301,Rare (<10)
ដែលមានចំងាយប្រវែង,1,17,1302,Rare (<10)
៣១៤,1,3,1303,Rare (<10)
ពីរាជធានីភ្នំពេញ,1,16,1304,Rare (<10)
មានពំ្រប្រទល់ខាងកើតជាប់នឹងខេត្តកំពង់ធំ,1,38,1305,Rare (<10)
និងខេត្តព្រះវិហារខាងលិចជាប់នឹងខេត្តបន្ទាយមានជ័យ,1,47,1306,Rare (<10)
ខាងជើងជាប់នឹងខេត្តឧត្តរមានជ័យ,1,29,1307,Rare (<10)
និងខេត្តព្រះវិហារ,1,17,1308,Rare (<10)
និងខាងត្បូងជាប់នឹងខេត្តបាត់ដំបង,1,31,1309,Rare (<10)
និងបឹងទន្លេសាប,1,14,1310,Rare (<10)
ព្រំប្រទល់ជាប់បឹងទន្លេសាបមានប្រវែង,1,34,1311,Rare (<10)
៨២,1,2,1312,Rare (<10)
ដែលស្ថិតនៅជាប់ស្រុកជីក្រែង,1,26,1313,Rare (<10)
ស្រុកសូត្រនិគម,1,14,1314,Rare (<10)
ស្រុកប្រាសាទបាគង,1,16,1315,Rare (<10)
ស្រុកសៀមរាប,1,11,1316,Rare (<10)
ស្រុកពួក,1,8,1317,Rare (<10)
និងស្រុកក្រឡាញ់។,1,16,1318,Rare (<10)
ស្របតាមលក្ខណៈភូមិសាស្ត្រនៃតំបន់,1,31,1319,Rare (<10)
និងនិយមនៃសីតុណ្ហភាព,1,19,1320,Rare (<10)
ការហួតហែង,1,9,1321,Rare (<10)
សំនើម,1,5,1322,Rare (<10)
ភាពរាំងស្ងួត,1,12,1323,Rare (<10)
និងជំនន់,1,8,1324,Rare (<10)
យើងអាចបែងចែកតំបន់ទាំងនេះជាបីផ្នែកគឺ,1,35,1325,Rare (<10)
ផ្នែកខាងលើមាន,1,13,1326,Rare (<10)
តាមសិលាចារឹកនៅសតវត្សទី,1,22,1327,Rare (<10)
ផ្នែកកណ្តាលមាន,1,14,1328,Rare (<10)
៦៩,1,2,1329,Rare (<10)
និងផ្នែកខាងក្រោមជាប់នឹងបឹងទន្លេសាបមាន,1,37,1330,Rare (<10)
បញ្ជាក់ថា,1,9,1331,Rare (<10)
ឃុំ។,1,4,1332,Rare (<10)
តំបន់ខាងលើសំបូរទៅដោយព្រៃភ្នំមានសណ្ឋានដូចជាដីទូលឬខ្ពង់រាប,1,56,1333,Rare (<10)
ខ្វះខាតទឹក,1,10,1334,Rare (<10)
និងជួបប្រទះគ្រោះរាំងស្ងួតញឹកញាប់តំបន់កណ្តាលជាវាលស្រែល្វឹងល្វើយ,1,62,1335,Rare (<10)
និងលំនៅឋានព្រមទាំងប្រាង្គប្រាសាទនានា,1,36,1336,Rare (<10)
និងតំបន់ក្រោមជាវាលទំនាបរងទឹកជំនន់រៀងរាល់ឆ្នាំ។,1,46,1337,Rare (<10)
ជាតំបន់ជលវេគពេលណាមានភ្លៀងធ្លាក់ជន់លិចលង់,1,40,1338,Rare (<10)
ពេលណាគ្មានភ្លៀងស្ងួតហួតហែង,1,26,1339,Rare (<10)
មានផ្ទៃក្រលាសរុបប្រមាណ,1,22,1340,Rare (<10)
០១៥,1,3,1341,Rare (<10)
ចែកចេញជា,1,8,1342,Rare (<10)
ក្រុងស្រុក,1,10,1343,Rare (<10)
ឈ្មោះប្រាសាទអង្គរវត្តគឺ,1,23,1344,Rare (<10)
ព្រះមហានគរឥន្ទ្រប្រ័ស្ថព្រះពិស្ណុលោក។,1,37,1345,Rare (<10)
ដោយមានប្រជាជនសរុប,1,17,1346,Rare (<10)
៧៣៣,1,3,1347,Rare (<10)
៨៨២,1,3,1348,Rare (<10)
ត្រូវជា,1,7,1349,Rare (<10)
០៩,1,2,1350,Rare (<10)
ទីក្រុងរបស់ព្រះឥន្ទ្រ,1,21,1351,Rare (<10)
នៃប្រជាជនសរុបទូទាំងប្រទេស។,1,26,1352,Rare (<10)
មុខរបរសំខាន់នៃផ្នែកទាំងបីនេះមានភាពខុសៗគ្នាពោលគឺ៖,1,48,1353,Rare (<10)
ក,1,1,1354,Rare (<10)
ខាងលើធ្វើស្រូវចំការ,1,19,1355,Rare (<10)
និងរុករកអនុផលព្រៃឈើ,1,19,1356,Rare (<10)
ខ,1,1,1357,Rare (<10)
កណ្តាលធ្វើស្រែនិងសេវាកម្មផ្សេងៗ,1,31,1358,Rare (<10)
ខាងក្រោមធ្វើស្រែនិងចំការដំនាំតាមរដូវ,1,36,1359,Rare (<10)
និងប្រកបអាជីវកម្មនេសាទ។,1,23,1360,Rare (<10)
ជាទូទៅខេត្តសៀមរាបមានចរិតជាតំបន់ជនបទ។,1,36,1361,Rare (<10)
មួយចំណែកទៀតនៅសតវត្សរ៍ទី,1,23,1362,Rare (<10)
៧០,1,2,1363,Rare (<10)
រស់នៅតាមទីជនបទឆ្ងាយពីក្រុងដែលផ្អែកលើមុខរបរកសិកម្មជាអាជីព។,1,57,1364,Rare (<10)
រស់នៅតាមតំបន់ជាប់បឹងទន្លេសាបផ្អែកលើអាជីវកម្មនេសាទនិងធ្វើចំការដំនាំផ្សេងៗ,1,72,1365,Rare (<10)
%ទៀតរស់នៅតាមទីប្រជុំជន,1,22,1366,Rare (<10)
និងក្រុងដែលមានមុខរបរពាណិជ្ជកម្ម,1,31,1367,Rare (<10)
ទេសចរណ៍,1,7,1368,Rare (<10)
និងបុគ្គលិករដ្ឋ។,1,16,1369,Rare (<10)
ខេត្តសៀមរាបចែកចេញជា,1,19,1370,Rare (<10)
ស្រុក,1,5,1371,Rare (<10)
តាមប្រវត្តិសាស្ដ្រ,1,18,1372,Rare (<10)
ទឹកដីខេត្តសៀមរាបជាតំបន់រាជធានីរបស់ចក្រភពខ្មែរអំឡុងពីសតវត្សទី,1,60,1373,Rare (<10)
ដល់សតវត្សរ៍ទី,1,13,1374,Rare (<10)
ដោយសារមូលហេតុខាងលើនេះហើយទើបរហូតមកទល់បច្ចុប្បន្ននេះគេនៅឃើញមានប្រាសាទយ៉ាងច្រើនស្អេកស្កះតំរៀបគ្នានៅក្នុងទឺកដីដ៏បវរនៃខេត្តសៀមរាប។,1,125,1375,Rare (<10)
ប្រាសាទទាំងឡាយនៅតំបន់អង្គរ,1,26,1376,Rare (<10)
ដែលមានឈ្មោះល្បីទូទាំងពិភពលោកគឺ,1,30,1377,Rare (<10)
ស្ថិតនៅប៉ែកពាយ័ព្យនៃប្រទេសកម្ពុជាក្នុងខេត្តសៀមរាប,1,49,1378,Rare (<10)
ដែលគ្របដណ្តប់ដោយផ្ទៃក្រលា,1,25,1379,Rare (<10)
៦០០,1,3,1380,Rare (<10)
មការ៉េ។,1,7,1381,Rare (<10)
សព្វថ្ងៃប្រាសាទចំនួនជាង,1,23,1382,Rare (<10)
ត្រូវបានរកឃើញ។,1,14,1383,Rare (<10)
ប្រាសាទទាំងឡាយ,1,14,1384,Rare (<10)
ត្រូវបានកសាងឡើងរវាងសតវត្សទី,1,27,1385,Rare (<10)
និងទី,1,5,1386,Rare (<10)
កម្មវិធីកសាងឥតឈប់ឈរត្រូវបានប្រកាន់ដោយព្រះរាជាខ្មែរជាបន្តបន្ទាប់,1,63,1387,Rare (<10)
អាចប្រៀបធៀបបានទៅនឹងសំនង់រាងជាពីរ៉ាមីតដោយព្រះចៅផារ៉ាអុងក្នុង,1,59,1388,Rare (<10)
ប្រទេសអេហ្សីប។,1,14,1389,Rare (<10)
ព្រះរាជាខ្មែរបានសាងសង់ប្រាសាទទាំងនេះ,1,36,1390,Rare (<10)
ដោយប្រើកំលាំងទាសករយ៉ាងច្រើន,1,27,1391,Rare (<10)
តាមការប៉ាន់ស្មាន,1,16,1392,Rare (<10)
ការធ្វើសំនង់ថ្មីនីមួយៗអាចប្រើមនុស្សប្រហែល,1,41,1393,Rare (<10)
៧៥០,1,3,1394,Rare (<10)
០០០,1,3,1395,Rare (<10)
ក្នុងអំឡុងសតវត្សទី,1,18,1396,Rare (<10)
ទោះបីជាបន្សល់ទុកនូវ,1,19,1397,Rare (<10)
ប្រាសាទជាច្រើនក៏ដោយ,1,19,1398,Rare (<10)
សព្វថ្ងៃនេះគឺមានភស្តុតាងបន្តិចបន្តួចចំពោះមនុស្សដែលរស់នថាប្រាកដជាទីក្រុងមួយដែលជាងគេនៅលើផែនដីនាពេលនោះ។,1,100,1399,Rare (<10)
អ្នកដំនើរព័រទុយហ្គាល់ត្រូវបានគេជឿថាជាជនស្ចឹមប្រទេសដំបូងគេដែលបានសំលឹងមិនដាក់ភ្នែកទៅលើភាពអស្ចារ្យនៃប្រាសាទអង្គរ,1,109,1400,Rare (<10)
នាពេលទស្សនាក្នុងអំឡុងសតវត្សទី,1,29,1401,Rare (<10)
ទោះបីយ៉ាងណាក៏ដោយ,1,16,1402,Rare (<10)
កិត្តិយសធំបំផុតចំពោះការរកឃើញអង្គរបានធ្លាក់ទៅអ្នកភូមិសាស្ដ្រជនជាតិបារាំងឈ្មោះ,1,76,1403,Rare (<10)
មូហូត,1,5,1404,Rare (<10)
ដែលបានមកទស្សនាអង្គរឆ្នាំ,1,24,1405,Rare (<10)
ដែលបានតំកល់ទុកនូវឯកសារនាទីក្រុងប៉ារីសក្រាយមរណភាពក្នុងឆ្នាំ,1,58,1406,Rare (<10)
១៨៦៨,1,4,1407,Rare (<10)
ក្នុងសតវត្សទី,1,13,1408,Rare (<10)
បេសកកម្មរបស់បារាំងជាច្រើនបានមកទស្សនាប្រាសាទ,1,43,1409,Rare (<10)
ធ្វើការកាប់ឆ្ការសំអាតព្រៃពីប្រាសាទ,1,34,1410,Rare (<10)
ហើយដែលបានប្រមូលនូវឯកសារយ៉ាងច្រើនបំផុត។,1,38,1411,Rare (<10)
១៩០៧,1,4,1412,Rare (<10)
ប្រទេសថៃ,1,8,1413,Rare (<10)
បានប្រគល់ទឹកដីអង្គរមកអោយខ្មែរគ្រប់គ្រងវិញ,1,41,1414,Rare (<10)
ហើយនៅក្នុងនាំនោះហើយដែលភ្ញៀវទេសចរបានមកទស្សនាជាលើកដំបូង។,1,54,1415,Rare (<10)
ប្រសិនបើពេលមានកំនត់អ្នកទស្សនាអាចជ្រើសរើសតាមវង់តូចដែលរួមមានទីក្រុងរបស់ស្តេច,1,74,1416,Rare (<10)
គឺអង្គរធំដែលមានប្រាសាទជាច្រើន,1,29,1417,Rare (<10)
ស្រះស្រង់,1,9,1418,Rare (<10)
និងរមណីយដ្ឋានជាច្រើនទៀត។,1,24,1419,Rare (<10)
ការបន្តដំនើរទស្សនាទៅវង់ធំគេនឹងបានឃើញប្រាសាទមួយចំនួនផ្សេងទៀតនិងបារាយណ៍នៅសម័យអង្គរ។,1,81,1420,Rare (<10)
ប្រសិនបើពេលវេលាអនុញ្ញាតិ,1,24,1421,Rare (<10)
ភ្ញៀវទេសចរអាចទស្សនាប្រាសាទល្បីឈ្មោះដូចជាប្រាសាទបន្ទាយស្រី,1,57,1422,Rare (<10)
ឬប្រាសាទបន្ទាយសំរ៉ែ,1,19,1423,Rare (<10)
ដែលស្ថិតនៅឆ្ងាយពីប្រាសាទនៅតំបន់អង្គរបន្តិច។,1,43,1424,Rare (<10)
អ្នកស្រាវជ្រាវខាងប្រវត្តិវិទ្យា,1,31,1425,Rare (<10)
និងបុរាណវិទ្យាជាច្រើន,1,21,1426,Rare (<10)
បានអះអាងថាប្រវត្តិសាស្រ្តនៃតំបន់សៀមរាប,1,38,1427,Rare (<10)
អង្គរបានចាប់ផ្តើមឡើងនៅ,1,22,1428,Rare (<10)
ឆ្នាំ,1,5,1429,Rare (<10)
នៃគ្រិស្តសករាជក្នុងរជ្ជកាលព្រះបាទជ័យវរ្ម័នទី,1,44,1430,Rare (<10)
ក្រោយពី,1,7,1431,Rare (<10)
ព្រះមហាក្សត្រអង្គនេះបានយាងមកពី,1,30,1432,Rare (<10)
ប្រទេសជ្វានៅឆ្នាំ,1,17,1433,Rare (<10)
៨០០,1,3,1434,Rare (<10)
ត្រូវបានគេហៅថា,1,14,1435,Rare (<10)
តាមឯកសារខាងលើបានឲ្យដឹងថា,1,24,1436,Rare (<10)
កាលក្នុងដំណាក់កាលទី,1,19,1437,Rare (<10)
ទ្រង់គង់នៅ,1,10,1438,Rare (<10)
ទីក្រុងឥន្រ្ទបុរៈ,1,17,1439,Rare (<10)
នៅ,1,2,1440,Rare (<10)
បន្ទាប់មកគង់នៅលើ,1,16,1441,Rare (<10)
ភ្នំគូលែន,1,9,1442,Rare (<10)
ចុងក្រោយបំផុតទ្រង់គង់នៅ,1,23,1443,Rare (<10)
ទីក្រុងហរិហរាល័យឬ,1,17,1444,Rare (<10)
ទីក្រុងរលួស,1,11,1445,Rare (<10)
ដែលជារាជធានីដើមនា,1,17,1446,Rare (<10)
សម័យអង្គរ។,1,10,1447,Rare (<10)
ឥន្ទបត្តម្ភានគរស្រីសុធរវពិស្ណុលោក។,1,34,1448,Rare (<10)
ត្រាណេបានមានប្រសាសន៍ឲ្យដឹងថា,1,28,1449,Rare (<10)
វប្បធអង្គរបានផ្តើមឡើង,1,21,1450,Rare (<10)
នៅក្នុងឆ្នាំ,1,12,1451,Rare (<10)
នៃគ្រិស្តសករាជ,1,14,1452,Rare (<10)
គឺនៅពេលដែល,1,10,1453,Rare (<10)
បានអភិសេកជាព្រះមហាក្សត្រ,1,24,1454,Rare (<10)
នៅលើ,1,4,1455,Rare (<10)
ភ្នំគូលែន។,1,10,1456,Rare (<10)
ការអភិសេករបស់ទ្រង់,1,18,1457,Rare (<10)
គឺឈរលើមូលដ្ឋាន,1,14,1458,Rare (<10)
នៃពិធីទេវរាជ,1,12,1459,Rare (<10)
ដែលបានផ្តល់,1,11,1460,Rare (<10)
ចំពោះ,1,5,1461,Rare (<10)
ព្រះអង្គនូវ,1,11,1462,Rare (<10)
មហិទ្ធិប្ញទ្ធិ,1,14,1463,Rare (<10)
ដើម្បីធ្វើការ,1,13,1464,Rare (<10)
បង្រួបបង្រួមជាតិ,1,16,1465,Rare (<10)
ការអះអាងបានបង្អាញឲ្យដឹងទៀតថា,1,28,1466,Rare (<10)
វប្បធម៌‌សម័យបុរេអង្គរ,1,21,1467,Rare (<10)
មុនអង្គរ,1,8,1468,Rare (<10)
ឯកសារ,1,5,1469,Rare (<10)
មួយចំនួនបាន,1,11,1470,Rare (<10)
ផែ្អកតាមកំណត់ហេតុ,1,17,1471,Rare (<10)
ចិន។,1,4,1472,Rare (<10)
ឯកសាររបស់គេបាន,1,14,1473,Rare (<10)
សំអាងលើកំណត់ត្រាផង,1,18,1474,Rare (<10)
ស្ថាបត្យកម្មប្រាង្គប្រាសាទមួយចំនួនផង,1,36,1475,Rare (<10)
ឯព្រឹត្តិការណ៍,1,14,1476,Rare (<10)
ដែលគួរឲ្យកត់សម្គាល់,1,19,1477,Rare (<10)
ជាខ្លាំងមួយទៀត,1,14,1478,Rare (<10)
គឺក្នុងអំឡុង,1,12,1479,Rare (<10)
សម័យចេនឡា,1,9,1480,Rare (<10)
នៅលើទឹកដីបវរនៃ,1,14,1481,Rare (<10)
ខេត្តសៀមរាបអង្គរ។,1,17,1482,Rare (<10)
កំណត់ហេតុ,1,9,1483,Rare (<10)
ចិនបានឲ្យដឹងថា,1,14,1484,Rare (<10)
ទីក្រុងដំបូងបំផុត,1,17,1485,Rare (<10)
នៅខេត្តសៀមរាបមានឈ្មោះថា,1,23,1486,Rare (<10)
នគរគម្ពីរ,1,9,1487,Rare (<10)
ដែលសិ្ថតនៅរវាងបារាយណ៍ខាងលិច,1,27,1488,Rare (<10)
និងបារាយណ៍ខាងកើតនៃ,1,18,1489,Rare (<10)
តំបន់សៀមរាបអង្គរ។,1,17,1490,Rare (<10)
សេ្តចខែ្មរដែលសោយរាជ្យសម្បត្តិនៅ,1,31,1491,Rare (<10)
នគរគម្ពីរនេះគឺ,1,14,1492,Rare (<10)
ព្រះបាទចន្រ្ទវរ្ម័ន,1,19,1493,Rare (<10)
ត្រាណេបានមានប្រសាសន៍ឲ្យដឹងបនែ្ថមទៀតថា,1,37,1494,Rare (<10)
កាលពីសម័យបុរេអង្គរនាអំឡុងឆ្នា,1,29,1495,Rare (<10)
នេះ,1,3,1496,Rare (<10)
សេដ្ឋកិច្ច,1,10,1497,Rare (<10)
បរិយាកា,1,7,1498,Rare (<10)
សង្គមរបស់,1,9,1499,Rare (<10)
តំបន់សៀមរាបអង្គរ,1,16,1500,Rare (<10)
មានការវិវឌ្ឍន៍ជាវិជ្ជមាន។,1,25,1501,Rare (<10)
តាមវចនានុក្រមគឺវាបានមកពី,1,24,1502,Rare (<10)
ជាឈ្មោះប្រាសាទបុរាណមួយកន្លែងនៅក្នុងខេត្តសៀមរាប,1,46,1503,Rare (<10)
ជាមហាមន្ទីររុងរឿងដោយលំអគ្មានពីរ,1,31,1504,Rare (<10)
ហៅក្លាយមកជាអង្គរវត្ត,1,20,1505,Rare (<10)
បើតាមវចនានុក្រមសម្តេចសង្ឃរាជ,1,28,1506,Rare (<10)
នគរនេះច្រើនតែមានសំឡេងក្លាយឃ្លាតជាអង្គរដូច្នេះឯង,1,47,1507,Rare (<10)
ដូចជានគរបាល,1,11,1508,Rare (<10)
នគរបុរី,1,7,1509,Rare (<10)
នគរយមរាជ,1,8,1510,Rare (<10)
នគរវត្តក្លាយជាអង្គរបាល,1,22,1511,Rare (<10)
អង្គរបុរី,1,9,1512,Rare (<10)
អង្គរជមរាជ,1,10,1513,Rare (<10)
អង្គរត្តជាដើម។,1,14,1514,Rare (<10)
ជួន,1,3,1515,Rare (<10)
ណាតពាក្ថាយ,1,10,1516,Rare (<10)
ប្រាសាទវត្តខ្នាត,1,16,1517,Rare (<10)
ការវិវត្តនៃឈ្មោះ,1,16,1518,Rare (<10)
ឬនគរូបនីយកម្មដែនដីក្នុង,1,23,1519,Rare (<10)
តំបន់នីមួយៗនៃខេត្តនេះ,1,21,1520,Rare (<10)
យ៉ាងច្បាស់លាស់ទៅហើយ,1,19,1521,Rare (<10)
ចាប់តាំងពី,1,10,1522,Rare (<10)
ចុងសតវត្សរ៍ទី,1,13,1523,Rare (<10)
នៃដើមសតវត្សរ៍ទី,1,15,1524,Rare (<10)
ជនជាតិខែ្មរក្រោមការដឹកនាំរបស់,1,29,1525,Rare (<10)
ព្រះមហាក្សត្រ,1,13,1526,Rare (<10)
ពួកព្រាហ្មបុរោហិត,1,17,1527,Rare (<10)
